scene_phase,scene_id,phase_index,phase_name,difficulty,rpx_ds,scene_tier,scene_score,image_preview_url,source_rgb_shard,source_depth_shard,source_mask_shard,caption
scene068.phase2,scene068,2,clean,easy,0.436133,easy,0.424100,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_easy_scene068_phase2.jpg,scenes/scene068/2/rgb.tar,scenes/scene068/2/depth.tar,scenes/scene068/2/labels/masks/v1.tar,"Video-layout preview still for scene068.phase2 (clean, easy, RPX-DS 0.436)."
scene069.phase0,scene069,0,clutter,easy,0.415983,medium,0.465783,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_easy_scene069_phase0.jpg,scenes/scene069/0/rgb.tar,scenes/scene069/0/depth.tar,scenes/scene069/0/labels/masks/v1.tar,"Video-layout preview still for scene069.phase0 (clutter, easy, RPX-DS 0.416)."
scene069.phase1,scene069,1,interaction,easy,0.422533,medium,0.465783,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_easy_scene069_phase1.jpg,scenes/scene069/1/rgb.tar,scenes/scene069/1/depth.tar,scenes/scene069/1/labels/masks/v1.tar,"Video-layout preview still for scene069.phase1 (interaction, easy, RPX-DS 0.423)."
scene070.phase0,scene070,0,clutter,easy,0.413383,medium,0.512422,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_easy_scene070_phase0.jpg,scenes/scene070/0/rgb.tar,scenes/scene070/0/depth.tar,scenes/scene070/0/labels/masks/v1.tar,"Video-layout preview still for scene070.phase0 (clutter, easy, RPX-DS 0.413)."
scene071.phase0,scene071,0,clutter,easy,0.438075,easy,0.383097,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_easy_scene071_phase0.jpg,scenes/scene071/0/rgb.tar,scenes/scene071/0/depth.tar,scenes/scene071/0/labels/masks/v1.tar,"Video-layout preview still for scene071.phase0 (clutter, easy, RPX-DS 0.438)."
scene071.phase1,scene071,1,interaction,easy,0.381383,easy,0.383097,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_easy_scene071_phase1.jpg,scenes/scene071/1/rgb.tar,scenes/scene071/1/depth.tar,scenes/scene071/1/labels/masks/v1.tar,"Video-layout preview still for scene071.phase1 (interaction, easy, RPX-DS 0.381)."
scene071.phase2,scene071,2,clean,easy,0.329833,easy,0.383097,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_easy_scene071_phase2.jpg,scenes/scene071/2/rgb.tar,scenes/scene071/2/depth.tar,scenes/scene071/2/labels/masks/v1.tar,"Video-layout preview still for scene071.phase2 (clean, easy, RPX-DS 0.330)."
scene072.phase0,scene072,0,clutter,easy,0.415583,medium,0.481444,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_easy_scene072_phase0.jpg,scenes/scene072/0/rgb.tar,scenes/scene072/0/depth.tar,scenes/scene072/0/labels/masks/v1.tar,"Video-layout preview still for scene072.phase0 (clutter, easy, RPX-DS 0.416)."
scene073.phase2,scene073,2,clean,easy,0.430817,easy,0.460828,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_easy_scene073_phase2.jpg,scenes/scene073/2/rgb.tar,scenes/scene073/2/depth.tar,scenes/scene073/2/labels/masks/v1.tar,"Video-layout preview still for scene073.phase2 (clean, easy, RPX-DS 0.431)."
scene075.phase0,scene075,0,clutter,easy,0.324933,easy,0.368833,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_easy_scene075_phase0.jpg,scenes/scene075/0/rgb.tar,scenes/scene075/0/depth.tar,scenes/scene075/0/labels/masks/v1.tar,"Video-layout preview still for scene075.phase0 (clutter, easy, RPX-DS 0.325)."
scene075.phase1,scene075,1,interaction,easy,0.372833,easy,0.368833,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_easy_scene075_phase1.jpg,scenes/scene075/1/rgb.tar,scenes/scene075/1/depth.tar,scenes/scene075/1/labels/masks/v1.tar,"Video-layout preview still for scene075.phase1 (interaction, easy, RPX-DS 0.373)."
scene075.phase2,scene075,2,clean,easy,0.408733,easy,0.368833,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_easy_scene075_phase2.jpg,scenes/scene075/2/rgb.tar,scenes/scene075/2/depth.tar,scenes/scene075/2/labels/masks/v1.tar,"Video-layout preview still for scene075.phase2 (clean, easy, RPX-DS 0.409)."
scene077.phase2,scene077,2,clean,easy,0.426033,medium,0.461872,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_easy_scene077_phase2.jpg,scenes/scene077/2/rgb.tar,scenes/scene077/2/depth.tar,scenes/scene077/2/labels/masks/v1.tar,"Video-layout preview still for scene077.phase2 (clean, easy, RPX-DS 0.426)."
scene008.phase1,scene008,1,interaction,easy,0.331933,easy,0.432639,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_easy_scene008_phase1.jpg,scenes/scene008/1/rgb.tar,scenes/scene008/1/depth.tar,scenes/scene008/1/labels/masks/v1.tar,"Video-layout preview still for scene008.phase1 (interaction, easy, RPX-DS 0.332)."
scene008.phase2,scene008,2,clean,easy,0.426333,easy,0.432639,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_easy_scene008_phase2.jpg,scenes/scene008/2/rgb.tar,scenes/scene008/2/depth.tar,scenes/scene008/2/labels/masks/v1.tar,"Video-layout preview still for scene008.phase2 (clean, easy, RPX-DS 0.426)."
scene086.phase2,scene086,2,clean,easy,0.383733,medium,0.500372,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_easy_scene086_phase2.jpg,scenes/scene086/2/rgb.tar,scenes/scene086/2/depth.tar,scenes/scene086/2/labels/masks/v1.tar,"Video-layout preview still for scene086.phase2 (clean, easy, RPX-DS 0.384)."
scene009.phase2,scene009,2,clean,easy,0.431533,medium,0.529517,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_easy_scene009_phase2.jpg,scenes/scene009/2/rgb.tar,scenes/scene009/2/depth.tar,scenes/scene009/2/labels/masks/v1.tar,"Video-layout preview still for scene009.phase2 (clean, easy, RPX-DS 0.432)."
scene090.phase1,scene090,1,interaction,easy,0.432183,medium,0.464608,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_easy_scene090_phase1.jpg,scenes/scene090/1/rgb.tar,scenes/scene090/1/depth.tar,scenes/scene090/1/labels/masks/v1.tar,"Video-layout preview still for scene090.phase1 (interaction, easy, RPX-DS 0.432)."
scene090.phase2,scene090,2,clean,easy,0.409433,medium,0.464608,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_easy_scene090_phase2.jpg,scenes/scene090/2/rgb.tar,scenes/scene090/2/depth.tar,scenes/scene090/2/labels/masks/v1.tar,"Video-layout preview still for scene090.phase2 (clean, easy, RPX-DS 0.409)."
scene091.phase1,scene091,1,interaction,easy,0.372442,medium,0.513653,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_easy_scene091_phase1.jpg,scenes/scene091/1/rgb.tar,scenes/scene091/1/depth.tar,scenes/scene091/1/labels/masks/v1.tar,"Video-layout preview still for scene091.phase1 (interaction, easy, RPX-DS 0.372)."
scene092.phase0,scene092,0,clutter,easy,0.406483,easy,0.406911,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_easy_scene092_phase0.jpg,scenes/scene092/0/rgb.tar,scenes/scene092/0/depth.tar,scenes/scene092/0/labels/masks/v1.tar,"Video-layout preview still for scene092.phase0 (clutter, easy, RPX-DS 0.406)."
scene092.phase1,scene092,1,interaction,easy,0.355017,easy,0.406911,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_easy_scene092_phase1.jpg,scenes/scene092/1/rgb.tar,scenes/scene092/1/depth.tar,scenes/scene092/1/labels/masks/v1.tar,"Video-layout preview still for scene092.phase1 (interaction, easy, RPX-DS 0.355)."
scene093.phase0,scene093,0,clutter,easy,0.414733,easy,0.419153,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_easy_scene093_phase0.jpg,scenes/scene093/0/rgb.tar,scenes/scene093/0/depth.tar,scenes/scene093/0/labels/masks/v1.tar,"Video-layout preview still for scene093.phase0 (clutter, easy, RPX-DS 0.415)."
scene093.phase1,scene093,1,interaction,easy,0.418192,easy,0.419153,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_easy_scene093_phase1.jpg,scenes/scene093/1/rgb.tar,scenes/scene093/1/depth.tar,scenes/scene093/1/labels/masks/v1.tar,"Video-layout preview still for scene093.phase1 (interaction, easy, RPX-DS 0.418)."
scene093.phase2,scene093,2,clean,easy,0.424533,easy,0.419153,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_easy_scene093_phase2.jpg,scenes/scene093/2/rgb.tar,scenes/scene093/2/depth.tar,scenes/scene093/2/labels/masks/v1.tar,"Video-layout preview still for scene093.phase2 (clean, easy, RPX-DS 0.425)."
scene094.phase1,scene094,1,interaction,easy,0.278883,easy,0.450914,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_easy_scene094_phase1.jpg,scenes/scene094/1/rgb.tar,scenes/scene094/1/depth.tar,scenes/scene094/1/labels/masks/v1.tar,"Video-layout preview still for scene094.phase1 (interaction, easy, RPX-DS 0.279)."
scene095.phase1,scene095,1,interaction,easy,0.438308,hard,0.536622,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_easy_scene095_phase1.jpg,scenes/scene095/1/rgb.tar,scenes/scene095/1/depth.tar,scenes/scene095/1/labels/masks/v1.tar,"Video-layout preview still for scene095.phase1 (interaction, easy, RPX-DS 0.438)."
scene097.phase2,scene097,2,clean,easy,0.415133,medium,0.485528,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_easy_scene097_phase2.jpg,scenes/scene097/2/rgb.tar,scenes/scene097/2/depth.tar,scenes/scene097/2/labels/masks/v1.tar,"Video-layout preview still for scene097.phase2 (clean, easy, RPX-DS 0.415)."
scene100.phase0,scene100,0,clutter,medium,0.501967,medium,0.523358,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene100_phase0.jpg,scenes/scene100/0/rgb.tar,scenes/scene100/0/depth.tar,scenes/scene100/0/labels/masks/v1.tar,"Video-layout preview still for scene100.phase0 (clutter, medium, RPX-DS 0.502)."
scene100.phase1,scene100,1,interaction,medium,0.529750,medium,0.523358,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene100_phase1.jpg,scenes/scene100/1/rgb.tar,scenes/scene100/1/depth.tar,scenes/scene100/1/labels/masks/v1.tar,"Video-layout preview still for scene100.phase1 (interaction, medium, RPX-DS 0.530)."
scene100.phase2,scene100,2,clean,medium,0.538358,medium,0.523358,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene100_phase2.jpg,scenes/scene100/2/rgb.tar,scenes/scene100/2/depth.tar,scenes/scene100/2/labels/masks/v1.tar,"Video-layout preview still for scene100.phase2 (clean, medium, RPX-DS 0.538)."
scene013.phase0,scene013,0,clutter,medium,0.496267,easy,0.448228,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene013_phase0.jpg,scenes/scene013/0/rgb.tar,scenes/scene013/0/depth.tar,scenes/scene013/0/labels/masks/v1.tar,"Video-layout preview still for scene013.phase0 (clutter, medium, RPX-DS 0.496)."
scene013.phase1,scene013,1,interaction,medium,0.472883,easy,0.448228,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene013_phase1.jpg,scenes/scene013/1/rgb.tar,scenes/scene013/1/depth.tar,scenes/scene013/1/labels/masks/v1.tar,"Video-layout preview still for scene013.phase1 (interaction, medium, RPX-DS 0.473)."
scene014.phase1,scene014,1,interaction,medium,0.492500,medium,0.503586,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene014_phase1.jpg,scenes/scene014/1/rgb.tar,scenes/scene014/1/depth.tar,scenes/scene014/1/labels/masks/v1.tar,"Video-layout preview still for scene014.phase1 (interaction, medium, RPX-DS 0.492)."
scene021.phase0,scene021,0,clutter,medium,0.552733,medium,0.481681,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene021_phase0.jpg,scenes/scene021/0/rgb.tar,scenes/scene021/0/depth.tar,scenes/scene021/0/labels/masks/v1.tar,"Video-layout preview still for scene021.phase0 (clutter, medium, RPX-DS 0.553)."
scene021.phase2,scene021,2,clean,medium,0.460383,medium,0.481681,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene021_phase2.jpg,scenes/scene021/2/rgb.tar,scenes/scene021/2/depth.tar,scenes/scene021/2/labels/masks/v1.tar,"Video-layout preview still for scene021.phase2 (clean, medium, RPX-DS 0.460)."
scene023.phase0,scene023,0,clutter,medium,0.480183,easy,0.421014,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene023_phase0.jpg,scenes/scene023/0/rgb.tar,scenes/scene023/0/depth.tar,scenes/scene023/0/labels/masks/v1.tar,"Video-layout preview still for scene023.phase0 (clutter, medium, RPX-DS 0.480)."
scene024.phase0,scene024,0,clutter,medium,0.465900,easy,0.412094,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene024_phase0.jpg,scenes/scene024/0/rgb.tar,scenes/scene024/0/depth.tar,scenes/scene024/0/labels/masks/v1.tar,"Video-layout preview still for scene024.phase0 (clutter, medium, RPX-DS 0.466)."
scene024.phase2,scene024,2,clean,medium,0.452250,easy,0.412094,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene024_phase2.jpg,scenes/scene024/2/rgb.tar,scenes/scene024/2/depth.tar,scenes/scene024/2/labels/masks/v1.tar,"Video-layout preview still for scene024.phase2 (clean, medium, RPX-DS 0.452)."
scene025.phase0,scene025,0,clutter,medium,0.528975,medium,0.466844,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene025_phase0.jpg,scenes/scene025/0/rgb.tar,scenes/scene025/0/depth.tar,scenes/scene025/0/labels/masks/v1.tar,"Video-layout preview still for scene025.phase0 (clutter, medium, RPX-DS 0.529)."
scene026.phase0,scene026,0,clutter,medium,0.508733,easy,0.456700,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene026_phase0.jpg,scenes/scene026/0/rgb.tar,scenes/scene026/0/depth.tar,scenes/scene026/0/labels/masks/v1.tar,"Video-layout preview still for scene026.phase0 (clutter, medium, RPX-DS 0.509)."
scene026.phase2,scene026,2,clean,medium,0.493433,easy,0.456700,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene026_phase2.jpg,scenes/scene026/2/rgb.tar,scenes/scene026/2/depth.tar,scenes/scene026/2/labels/masks/v1.tar,"Video-layout preview still for scene026.phase2 (clean, medium, RPX-DS 0.493)."
scene028.phase2,scene028,2,clean,medium,0.554292,medium,0.500117,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene028_phase2.jpg,scenes/scene028/2/rgb.tar,scenes/scene028/2/depth.tar,scenes/scene028/2/labels/masks/v1.tar,"Video-layout preview still for scene028.phase2 (clean, medium, RPX-DS 0.554)."
scene029.phase2,scene029,2,clean,medium,0.464433,easy,0.413000,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene029_phase2.jpg,scenes/scene029/2/rgb.tar,scenes/scene029/2/depth.tar,scenes/scene029/2/labels/masks/v1.tar,"Video-layout preview still for scene029.phase2 (clean, medium, RPX-DS 0.464)."
scene003.phase0,scene003,0,clutter,medium,0.551567,hard,0.570047,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene003_phase0.jpg,scenes/scene003/0/rgb.tar,scenes/scene003/0/depth.tar,scenes/scene003/0/labels/masks/v1.tar,"Video-layout preview still for scene003.phase0 (clutter, medium, RPX-DS 0.552)."
scene030.phase0,scene030,0,clutter,medium,0.462183,easy,0.432950,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene030_phase0.jpg,scenes/scene030/0/rgb.tar,scenes/scene030/0/depth.tar,scenes/scene030/0/labels/masks/v1.tar,"Video-layout preview still for scene030.phase0 (clutter, medium, RPX-DS 0.462)."
scene030.phase2,scene030,2,clean,medium,0.480433,easy,0.432950,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene030_phase2.jpg,scenes/scene030/2/rgb.tar,scenes/scene030/2/depth.tar,scenes/scene030/2/labels/masks/v1.tar,"Video-layout preview still for scene030.phase2 (clean, medium, RPX-DS 0.480)."
scene033.phase1,scene033,1,interaction,medium,0.498625,hard,0.544544,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene033_phase1.jpg,scenes/scene033/1/rgb.tar,scenes/scene033/1/depth.tar,scenes/scene033/1/labels/masks/v1.tar,"Video-layout preview still for scene033.phase1 (interaction, medium, RPX-DS 0.499)."
scene033.phase2,scene033,2,clean,medium,0.552825,hard,0.544544,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene033_phase2.jpg,scenes/scene033/2/rgb.tar,scenes/scene033/2/depth.tar,scenes/scene033/2/labels/masks/v1.tar,"Video-layout preview still for scene033.phase2 (clean, medium, RPX-DS 0.553)."
scene034.phase2,scene034,2,clean,medium,0.520383,easy,0.431028,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene034_phase2.jpg,scenes/scene034/2/rgb.tar,scenes/scene034/2/depth.tar,scenes/scene034/2/labels/masks/v1.tar,"Video-layout preview still for scene034.phase2 (clean, medium, RPX-DS 0.520)."
scene035.phase0,scene035,0,clutter,medium,0.514783,easy,0.414164,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene035_phase0.jpg,scenes/scene035/0/rgb.tar,scenes/scene035/0/depth.tar,scenes/scene035/0/labels/masks/v1.tar,"Video-layout preview still for scene035.phase0 (clutter, medium, RPX-DS 0.515)."
scene037.phase0,scene037,0,clutter,medium,0.537292,easy,0.448586,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene037_phase0.jpg,scenes/scene037/0/rgb.tar,scenes/scene037/0/depth.tar,scenes/scene037/0/labels/masks/v1.tar,"Video-layout preview still for scene037.phase0 (clutter, medium, RPX-DS 0.537)."
scene039.phase1,scene039,1,interaction,medium,0.496933,hard,0.570672,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene039_phase1.jpg,scenes/scene039/1/rgb.tar,scenes/scene039/1/depth.tar,scenes/scene039/1/labels/masks/v1.tar,"Video-layout preview still for scene039.phase1 (interaction, medium, RPX-DS 0.497)."
scene004.phase1,scene004,1,interaction,medium,0.551575,easy,0.459281,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene004_phase1.jpg,scenes/scene004/1/rgb.tar,scenes/scene004/1/depth.tar,scenes/scene004/1/labels/masks/v1.tar,"Video-layout preview still for scene004.phase1 (interaction, medium, RPX-DS 0.552)."
scene041.phase2,scene041,2,clean,medium,0.479933,hard,0.555911,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene041_phase2.jpg,scenes/scene041/2/rgb.tar,scenes/scene041/2/depth.tar,scenes/scene041/2/labels/masks/v1.tar,"Video-layout preview still for scene041.phase2 (clean, medium, RPX-DS 0.480)."
scene043.phase1,scene043,1,interaction,medium,0.552367,hard,0.619222,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene043_phase1.jpg,scenes/scene043/1/rgb.tar,scenes/scene043/1/depth.tar,scenes/scene043/1/labels/masks/v1.tar,"Video-layout preview still for scene043.phase1 (interaction, medium, RPX-DS 0.552)."
scene044.phase0,scene044,0,clutter,medium,0.483983,hard,0.534836,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene044_phase0.jpg,scenes/scene044/0/rgb.tar,scenes/scene044/0/depth.tar,scenes/scene044/0/labels/masks/v1.tar,"Video-layout preview still for scene044.phase0 (clutter, medium, RPX-DS 0.484)."
scene044.phase1,scene044,1,interaction,medium,0.552400,hard,0.534836,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene044_phase1.jpg,scenes/scene044/1/rgb.tar,scenes/scene044/1/depth.tar,scenes/scene044/1/labels/masks/v1.tar,"Video-layout preview still for scene044.phase1 (interaction, medium, RPX-DS 0.552)."
scene046.phase0,scene046,0,clutter,medium,0.545000,hard,0.560789,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene046_phase0.jpg,scenes/scene046/0/rgb.tar,scenes/scene046/0/depth.tar,scenes/scene046/0/labels/masks/v1.tar,"Video-layout preview still for scene046.phase0 (clutter, medium, RPX-DS 0.545)."
scene046.phase2,scene046,2,clean,medium,0.542317,hard,0.560789,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene046_phase2.jpg,scenes/scene046/2/rgb.tar,scenes/scene046/2/depth.tar,scenes/scene046/2/labels/masks/v1.tar,"Video-layout preview still for scene046.phase2 (clean, medium, RPX-DS 0.542)."
scene047.phase1,scene047,1,interaction,medium,0.453725,medium,0.503744,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene047_phase1.jpg,scenes/scene047/1/rgb.tar,scenes/scene047/1/depth.tar,scenes/scene047/1/labels/masks/v1.tar,"Video-layout preview still for scene047.phase1 (interaction, medium, RPX-DS 0.454)."
scene048.phase0,scene048,0,clutter,medium,0.524575,medium,0.496181,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene048_phase0.jpg,scenes/scene048/0/rgb.tar,scenes/scene048/0/depth.tar,scenes/scene048/0/labels/masks/v1.tar,"Video-layout preview still for scene048.phase0 (clutter, medium, RPX-DS 0.525)."
scene048.phase1,scene048,1,interaction,medium,0.555433,medium,0.496181,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene048_phase1.jpg,scenes/scene048/1/rgb.tar,scenes/scene048/1/depth.tar,scenes/scene048/1/labels/masks/v1.tar,"Video-layout preview still for scene048.phase1 (interaction, medium, RPX-DS 0.555)."
scene049.phase0,scene049,0,clutter,medium,0.538083,hard,0.562342,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene049_phase0.jpg,scenes/scene049/0/rgb.tar,scenes/scene049/0/depth.tar,scenes/scene049/0/labels/masks/v1.tar,"Video-layout preview still for scene049.phase0 (clutter, medium, RPX-DS 0.538)."
scene049.phase1,scene049,1,interaction,medium,0.554575,hard,0.562342,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene049_phase1.jpg,scenes/scene049/1/rgb.tar,scenes/scene049/1/depth.tar,scenes/scene049/1/labels/masks/v1.tar,"Video-layout preview still for scene049.phase1 (interaction, medium, RPX-DS 0.555)."
scene050.phase0,scene050,0,clutter,medium,0.509283,medium,0.518881,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene050_phase0.jpg,scenes/scene050/0/rgb.tar,scenes/scene050/0/depth.tar,scenes/scene050/0/labels/masks/v1.tar,"Video-layout preview still for scene050.phase0 (clutter, medium, RPX-DS 0.509)."
scene050.phase1,scene050,1,interaction,medium,0.522817,medium,0.518881,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene050_phase1.jpg,scenes/scene050/1/rgb.tar,scenes/scene050/1/depth.tar,scenes/scene050/1/labels/masks/v1.tar,"Video-layout preview still for scene050.phase1 (interaction, medium, RPX-DS 0.523)."
scene050.phase2,scene050,2,clean,medium,0.524542,medium,0.518881,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene050_phase2.jpg,scenes/scene050/2/rgb.tar,scenes/scene050/2/depth.tar,scenes/scene050/2/labels/masks/v1.tar,"Video-layout preview still for scene050.phase2 (clean, medium, RPX-DS 0.525)."
scene052.phase0,scene052,0,clutter,medium,0.504300,medium,0.479706,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene052_phase0.jpg,scenes/scene052/0/rgb.tar,scenes/scene052/0/depth.tar,scenes/scene052/0/labels/masks/v1.tar,"Video-layout preview still for scene052.phase0 (clutter, medium, RPX-DS 0.504)."
scene052.phase1,scene052,1,interaction,medium,0.480133,medium,0.479706,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene052_phase1.jpg,scenes/scene052/1/rgb.tar,scenes/scene052/1/depth.tar,scenes/scene052/1/labels/masks/v1.tar,"Video-layout preview still for scene052.phase1 (interaction, medium, RPX-DS 0.480)."
scene052.phase2,scene052,2,clean,medium,0.454683,medium,0.479706,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene052_phase2.jpg,scenes/scene052/2/rgb.tar,scenes/scene052/2/depth.tar,scenes/scene052/2/labels/masks/v1.tar,"Video-layout preview still for scene052.phase2 (clean, medium, RPX-DS 0.455)."
scene053.phase1,scene053,1,interaction,medium,0.475258,easy,0.421325,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene053_phase1.jpg,scenes/scene053/1/rgb.tar,scenes/scene053/1/depth.tar,scenes/scene053/1/labels/masks/v1.tar,"Video-layout preview still for scene053.phase1 (interaction, medium, RPX-DS 0.475)."
scene054.phase1,scene054,1,interaction,medium,0.469125,easy,0.407875,https://huggingface.co/datasets/IRVLUTD/RPX/resolve/main/preview/image_examples/preview/images/rpx_medium_scene054_phase1.jpg,scenes/scene054/1/rgb.tar,scenes/scene054/1/depth.tar,scenes/scene054/1/labels/masks/v1.tar,"Video-layout preview still for scene054.phase1 (interaction, medium, RPX-DS 0.469)."
