scene_id,phase,score_mean_pn,tier_mean_pn,score_median_pn,tier_median_pn,score_max_pn,tier_max_pn,score_top3_mean_pn,tier_top3_mean_pn,score_pca_pc1,tier_pca_pc1,tier_kmeans3,raw_cluster_kmeans3,tier_kmeans5,raw_cluster_kmeans5,tier_kmeans8,raw_cluster_kmeans8,tier_gmm3,raw_cluster_gmm3,tier_ward3,raw_cluster_ward3,tier_dbscan,raw_cluster_dbscan,consensus_tier,n_distinct_tiers
scene44.gh.out,1,0.5716423494201271,hard,0.6666666666666666,hard,0.9932659932659933,hard,0.9854096520763188,hard,5.169493529369601,hard,hard,1,medium,2,medium,0,medium,1,hard,2,degenerate,-1,hard,2
scene44.gh.out,2,0.6137298915076692,hard,0.6498316498316499,hard,1.0,hard,0.9708193041526375,hard,0.7024366160818192,hard,medium,0,hard,0,medium,1,medium,1,easy,0,degenerate,-1,hard,3
scene45.gh.out,0,0.6210874173837135,hard,0.6161616161616161,hard,0.98989898989899,hard,0.9719416386083054,hard,3.198582742628011,hard,medium,0,hard,0,medium,1,hard,0,easy,0,degenerate,-1,hard,3
scene45.gh.out,1,0.6262002743484224,hard,0.7474747474747475,hard,1.0,hard,0.9910213243546577,hard,5.139058611692179,hard,hard,1,medium,2,medium,0,medium,1,hard,2,degenerate,-1,hard,2
scene45.gh.out,2,0.6369248035914701,hard,0.5959595959595959,hard,0.9966329966329966,hard,0.98989898989899,hard,1.339123186954616,hard,medium,0,hard,0,medium,1,medium,1,easy,0,degenerate,-1,hard,3
scene46.ecss.out.stairs,0,0.5237560793116349,medium,0.5454545454545454,medium,0.9966329966329966,hard,0.8731762065095398,easy,0.24421538683618896,medium,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,3
scene46.ecss.out.stairs,1,0.5402793365756329,medium,0.531986531986532,medium,0.9932659932659933,hard,0.9764309764309763,hard,1.691602469195043,hard,hard,1,medium,2,medium,0,medium,1,easy,0,degenerate,-1,medium,3
scene46.ecss.out.stairs,2,0.5327347549569772,medium,0.4882154882154882,medium,0.98989898989899,hard,0.9461279461279463,hard,-1.4841457763440433,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,3
scene47.ecss.out.stairs,0,0.6058735503179947,hard,0.6868686868686869,hard,1.0,hard,0.9870931537598203,hard,3.7590340697339886,hard,medium,0,hard,0,hard,3,medium,1,easy,0,degenerate,-1,hard,3
scene47.ecss.out.stairs,1,0.4682005237560793,easy,0.40404040404040403,easy,0.9865319865319865,hard,0.9158249158249158,medium,-0.6782246354777302,medium,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,3
scene47.ecss.out.stairs,2,0.4638982416760194,easy,0.3569023569023569,easy,0.9831649831649831,hard,0.9135802469135802,medium,-1.962861610357656,easy,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,3
scene48.ecss.out.stairs,0,0.5235066716548198,medium,0.4377104377104377,medium,0.9797979797979798,medium,0.9102132435465768,medium,-1.0771046157107536,medium,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,medium,2
scene48.ecss.out.stairs,1,0.4991270732011473,medium,0.494949494949495,medium,0.9494949494949495,medium,0.9270482603815937,medium,-0.7866206827327125,medium,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,medium,2
scene48.ecss.out.stairs,2,0.46477116847487215,easy,0.40404040404040403,easy,0.9461279461279462,medium,0.850729517396184,easy,-1.792174322756551,easy,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,2
scene49.ecss.out.stairs,0,0.5677141788252899,hard,0.6531986531986532,hard,0.98989898989899,hard,0.9214365881032548,medium,-0.3511232326719691,medium,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,3
scene49.ecss.out.stairs,1,0.5695847362514029,hard,0.5656565656565656,medium,0.9528619528619529,medium,0.90347923681257,medium,-0.7127961426421832,medium,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,3
scene49.ecss.out.stairs,2,0.6088664421997756,hard,0.6599326599326599,hard,0.9494949494949495,medium,0.9124579124579125,medium,-0.44799019364745823,medium,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,3
scene5.library.fountain,0,0.5760069834143907,hard,0.6430976430976431,hard,0.9848484848484849,hard,0.9826038159371492,hard,4.979395733698898,hard,medium,0,hard,0,medium,1,medium,1,easy,0,degenerate,-1,hard,3
scene5.library.fountain,1,0.5320488839007357,medium,0.4006734006734007,easy,0.9966329966329966,hard,0.9848484848484849,hard,5.1434346531378585,hard,hard,1,medium,2,medium,0,medium,1,hard,2,degenerate,-1,hard,3
scene5.library.fountain,2,0.5294301035041776,medium,0.5993265993265994,hard,0.9831649831649831,hard,0.9708193041526375,hard,1.440098167947637,hard,easy,2,easy,1,medium,1,medium,1,easy,0,degenerate,-1,hard,3
scene50.ecss.out.stairs,0,0.5181444070332959,medium,0.5454545454545454,medium,0.9764309764309764,medium,0.9113355780022446,medium,-0.5993600898274365,medium,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,medium,2
scene50.ecss.out.stairs,1,0.5077316373612669,medium,0.44107744107744107,medium,0.9562289562289562,medium,0.9085297418630752,medium,0.11256623100527924,medium,easy,2,easy,1,easy,6,medium,1,easy,0,degenerate,-1,medium,2
scene50.ecss.out.stairs,2,0.5289312881905474,medium,0.5791245791245792,medium,0.9730639730639731,medium,0.9236812570145904,medium,-1.1553737968053621,medium,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,medium,2
scene51.TENNISCOURTS.Ground,0,0.40335453298416263,easy,0.3164983164983165,easy,0.8417508417508418,easy,0.8294051627384961,easy,-0.7097308702377624,medium,medium,0,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,2
scene51.TENNISCOURTS.Ground,1,0.4428856465893503,easy,0.39730639730639733,easy,0.8619528619528619,easy,0.8411896745230077,easy,-0.7780112974157055,medium,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,2
scene51.TENNISCOURTS.Ground,2,0.44419503678762934,easy,0.367003367003367,easy,0.98989898989899,hard,0.9618406285072952,hard,-1.8793350602225598,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,2
scene52.TENNISCOURTS.Ground,0,0.48721785758822794,medium,0.43097643097643096,medium,0.9696969696969697,medium,0.9090909090909092,medium,0.18252221316940312,medium,medium,0,easy,1,easy,5,easy,2,easy,0,degenerate,-1,medium,2
scene52.TENNISCOURTS.Ground,1,0.49014839755580486,medium,0.46464646464646464,medium,0.9377104377104377,easy,0.914141414141414,medium,1.1083617505312058,hard,hard,1,medium,2,medium,0,medium,1,easy,0,degenerate,-1,medium,3
scene52.TENNISCOURTS.Ground,2,0.522633744855967,medium,0.5622895622895623,medium,0.9393939393939394,easy,0.9012345679012346,medium,-2.205639960573706,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,0,easy,2
scene53.TENNISCOURTS.Ground,0,0.429105873550318,easy,0.37037037037037035,easy,0.9966329966329966,hard,0.967452300785634,hard,-1.5928077732082007,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,2
scene53.TENNISCOURTS.Ground,1,0.47880034917071956,medium,0.4276094276094276,medium,0.9831649831649831,hard,0.9001122334455668,medium,-2.086027033075698,easy,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,3
scene53.TENNISCOURTS.Ground,2,0.46901109864072826,medium,0.36363636363636365,easy,0.9831649831649831,hard,0.9607182940516275,hard,-2.753139598034238,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,3
scene54.TENNISCOURTS.Ground,0,0.3982416760194538,easy,0.3771043771043771,easy,0.8787878787878788,easy,0.8563411896745231,easy,-0.560642529219916,medium,medium,0,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,2
scene54.TENNISCOURTS.Ground,1,0.4850355405910961,medium,0.4983164983164983,medium,0.8888888888888888,easy,0.7744107744107743,easy,-1.5192946478618343,easy,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,2
scene54.TENNISCOURTS.Ground,2,0.3924429479985035,easy,0.28619528619528617,easy,0.9158249158249159,easy,0.8125701459034792,easy,-2.6166914654002666,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,1
scene55.TENNISCOURTS.Ground,0,0.33638857712931786,easy,0.27946127946127947,easy,0.8653198653198653,easy,0.808080808080808,easy,-1.9917383411090983,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,1
scene55.TENNISCOURTS.Ground,1,0.43172465394687615,easy,0.40404040404040403,easy,0.9831649831649831,hard,0.904040404040404,medium,-0.3930897724476398,medium,easy,2,easy,1,easy,6,medium,1,easy,0,degenerate,-1,easy,3
scene55.TENNISCOURTS.Ground,2,0.42424242424242425,easy,0.367003367003367,easy,0.9225589225589226,easy,0.8630751964085297,easy,-2.4851754501584784,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,1
scene56.jsom.atrium,0,0.5291183439331587,medium,0.41414141414141414,easy,0.9966329966329966,hard,0.9932659932659932,hard,2.686436973124276,hard,medium,0,hard,0,hard,3,hard,0,easy,0,degenerate,-1,hard,3
scene56.jsom.atrium,1,0.39892754707569517,easy,0.37373737373737376,easy,0.7542087542087542,easy,0.7312008978675646,easy,-0.9007657956459808,medium,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,2
scene56.jsom.atrium,2,0.5558673151265744,hard,0.6026936026936027,hard,0.98989898989899,hard,0.988776655443322,hard,-0.24143923687655697,medium,medium,0,easy,1,easy,5,easy,2,easy,0,degenerate,-1,hard,3
scene57.jsom.atrium,0,0.43615163985534355,easy,0.40404040404040403,easy,0.98989898989899,hard,0.9180695847362514,medium,-0.2770050911834615,medium,medium,0,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,3
scene57.jsom.atrium,1,0.4126449682005237,easy,0.36363636363636365,easy,0.7441077441077442,easy,0.7244668911335578,easy,-1.3715634263693304,easy,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,1
scene57.jsom.atrium,2,0.4520513779773038,easy,0.3872053872053872,easy,0.8956228956228957,easy,0.8260381593714928,easy,-1.587928082664791,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,1
scene59.jsom.atrium,0,0.4502431724653947,easy,0.28619528619528617,easy,0.9461279461279462,medium,0.9242424242424242,medium,0.3837692982840845,medium,medium,0,hard,0,hard,3,medium,1,easy,0,degenerate,-1,medium,3
scene59.jsom.atrium,1,0.47817683002868183,medium,0.4208754208754209,medium,0.9865319865319865,hard,0.8888888888888888,easy,0.2647584762374457,medium,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,3
scene59.jsom.atrium,2,0.48222970445192664,medium,0.3838383838383838,easy,1.0,hard,0.924803591470258,medium,-1.7035321939107646,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,3
scene6.ecsn.4f.sofa,0,0.5105374735004365,medium,0.4764309764309764,medium,1.0,hard,0.9590347923681257,hard,1.382548900175498,hard,medium,0,hard,0,hard,3,medium,1,easy,0,degenerate,-1,hard,3
scene6.ecsn.4f.sofa,1,0.3557176705324853,easy,0.28619528619528617,easy,0.9966329966329966,hard,0.9528619528619529,hard,-1.5517383111981902,easy,easy,2,easy,4,medium,2,easy,2,easy,0,degenerate,-1,easy,3
scene6.ecsn.4f.sofa,2,0.49968824042898113,medium,0.5353535353535354,medium,0.9663299663299664,medium,0.9124579124579125,medium,-1.3255648691711452,easy,easy,2,easy,4,medium,2,easy,2,easy,0,degenerate,-1,medium,2
scene60.jsom.atrium,0,0.4628382591345554,easy,0.3872053872053872,easy,1.0,hard,0.978114478114478,hard,1.3045501840893263,hard,medium,0,hard,0,hard,3,hard,0,easy,0,degenerate,-1,hard,3
scene60.jsom.atrium,1,0.46882404289811697,medium,0.43434343434343436,medium,0.9057239057239057,easy,0.8681257014590349,easy,0.20437576498052137,medium,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,2
scene60.jsom.atrium,2,0.4345928420002494,easy,0.3602693602693603,easy,0.9124579124579124,easy,0.8327721661054994,easy,-1.4019640838606724,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,1
scene61.ecsw.axxess-atrium,0,0.6215238807831401,hard,0.6599326599326599,hard,0.9865319865319865,hard,0.978675645342312,hard,2.5926597300527474,hard,medium,0,hard,0,hard,3,medium,1,easy,0,degenerate,-1,hard,3
scene61.ecsw.axxess-atrium,1,0.6864322234692606,hard,0.7239057239057239,hard,0.9764309764309764,medium,0.9629629629629629,hard,0.5020967660015756,hard,easy,2,easy,4,medium,2,easy,2,easy,0,degenerate,-1,hard,3
scene61.ecsw.axxess-atrium,2,0.6513280957725401,hard,0.6801346801346801,hard,0.98989898989899,hard,0.9831649831649831,hard,-1.1598966992396273,medium,easy,2,easy,4,medium,2,easy,2,easy,0,degenerate,-1,hard,3
scene62.ecsw.axxess-atrium,0,0.6454670158373862,hard,0.7037037037037037,hard,0.9730639730639731,medium,0.9607182940516275,hard,-0.13952732494711842,medium,easy,2,easy,4,medium,2,easy,2,easy,0,degenerate,-1,easy,3
scene62.ecsw.axxess-atrium,1,0.6422247162987903,hard,0.6902356902356902,hard,0.9831649831649831,hard,0.9489337822671157,hard,0.47394878189215395,hard,hard,1,easy,4,medium,2,medium,1,easy,0,degenerate,-1,hard,3
scene62.ecsw.axxess-atrium,2,0.6134181319366504,hard,0.6363636363636364,hard,0.9966329966329966,hard,0.9719416386083052,hard,-0.7947832426568296,medium,easy,2,easy,4,medium,2,easy,2,easy,0,degenerate,-1,hard,3
scene63.ecsw.axxess-atrium,0,0.7132435465768799,hard,0.8653198653198653,hard,0.9966329966329966,hard,0.9876543209876543,hard,7.7560324168544685,hard,hard,1,medium,2,hard,7,medium,1,hard,2,degenerate,-1,hard,2
scene63.ecsw.axxess-atrium,1,0.6194662676144158,hard,0.6060606060606061,hard,0.98989898989899,hard,0.9809203142536477,hard,-0.23646437946306964,medium,easy,2,easy,4,medium,2,easy,2,easy,0,degenerate,-1,hard,3
scene63.ecsw.axxess-atrium,2,0.6068711809452549,hard,0.6026936026936027,hard,1.0,hard,0.9809203142536477,hard,-2.239179246363725,easy,easy,2,easy,4,medium,2,easy,2,easy,0,degenerate,-1,easy,3
scene64.ecsw.axxess-atrium,0,0.5432098765432098,medium,0.5488215488215489,medium,0.9427609427609428,medium,0.9315375982042648,medium,-1.5614007127074285,easy,easy,2,easy,4,medium,2,easy,2,easy,0,degenerate,-1,medium,2
scene64.ecsw.axxess-atrium,1,0.5460157126823793,hard,0.5589225589225589,medium,0.9528619528619529,medium,0.9281705948372615,medium,-0.9950822319372331,medium,easy,2,easy,4,medium,2,easy,2,easy,0,degenerate,-1,medium,3
scene64.ecsw.axxess-atrium,2,0.5489462526499563,hard,0.5151515151515151,medium,0.9764309764309764,medium,0.957351290684624,hard,-2.149051099951387,easy,easy,2,easy,4,medium,2,easy,2,easy,0,degenerate,-1,easy,3
scene65.ecsw.axxess-atrium,0,0.5800598578376356,hard,0.7037037037037037,hard,0.9326599326599326,easy,0.9158249158249158,medium,0.06351679556926408,medium,medium,0,hard,0,medium,2,medium,1,easy,0,degenerate,-1,medium,3
scene65.ecsw.axxess-atrium,1,0.5830527497194165,hard,0.6026936026936027,hard,0.9932659932659933,hard,0.9842873176206509,hard,-1.2624264518767219,easy,easy,2,easy,4,medium,2,easy,2,easy,0,degenerate,-1,easy,3
scene65.ecsw.axxess-atrium,2,0.5453298416261378,hard,0.5084175084175084,medium,0.9932659932659933,hard,0.9831649831649832,hard,-2.213878267810967,easy,easy,2,easy,4,medium,2,easy,2,easy,0,degenerate,-1,easy,3
scene66.ecsw.3f.dept,0,0.49532360643471757,medium,0.5353535353535354,medium,0.9663299663299664,medium,0.8417508417508417,easy,-1.8569908001150204,easy,easy,2,easy,4,medium,2,easy,2,easy,0,degenerate,-1,easy,2
scene66.ecsw.3f.dept,1,0.45342312008978675,easy,0.29292929292929293,easy,0.9932659932659933,hard,0.9696969696969697,hard,-3.200186348763122,easy,easy,2,easy,4,medium,2,easy,2,easy,0,degenerate,-1,easy,3
scene66.ecsw.3f.dept,2,0.5361017583239805,medium,0.5050505050505051,medium,0.9831649831649831,hard,0.9629629629629629,hard,-0.9379190915234339,medium,easy,2,easy,4,medium,2,easy,2,easy,0,degenerate,-1,medium,3
scene67.ecsw.3f.dept,0,0.586357401172216,hard,0.6430976430976431,hard,0.9831649831649831,hard,0.9191919191919191,medium,1.2705465706254984,hard,medium,0,hard,0,hard,3,medium,1,easy,0,degenerate,-1,hard,3
scene67.ecsw.3f.dept,1,0.5288689362763437,medium,0.6026936026936027,hard,0.98989898989899,hard,0.9719416386083054,hard,-1.32602205878902,easy,easy,2,easy,4,medium,2,easy,2,easy,0,degenerate,-1,easy,3
scene67.ecsw.3f.dept,2,0.5381593714927048,medium,0.5286195286195287,medium,0.9865319865319865,hard,0.9405162738496072,medium,-0.9596069455733649,medium,easy,2,easy,4,medium,2,easy,2,easy,0,degenerate,-1,medium,3
scene68.ecsw.3f.dept,0,0.4473126324978176,easy,0.4377104377104377,medium,0.9124579124579124,easy,0.872053872053872,easy,-1.6572087288787745,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,2
scene68.ecsw.3f.dept,1,0.5094151390447687,medium,0.4377104377104377,medium,0.9966329966329966,hard,0.9775533108866442,hard,-1.5460696554875994,easy,easy,2,easy,4,medium,2,easy,2,easy,0,degenerate,-1,easy,3
scene68.ecsw.3f.dept,2,0.50049881531363,medium,0.3771043771043771,easy,0.9562289562289562,medium,0.9068462401795735,medium,-1.6019414899699598,easy,easy,2,easy,4,medium,2,easy,2,easy,0,degenerate,-1,easy,2
scene69.ecsw.3f.dept,0,0.4750592343184936,medium,0.4208754208754209,medium,0.9259259259259259,easy,0.8709315375982043,easy,-0.9858675700713816,medium,easy,2,easy,4,medium,2,easy,2,easy,0,degenerate,-1,easy,2
scene69.ecsw.3f.dept,1,0.48622022696096767,medium,0.44107744107744107,medium,0.98989898989899,hard,0.9494949494949495,hard,-2.061195170026279,easy,easy,2,easy,4,medium,2,easy,2,easy,0,degenerate,-1,easy,3
scene69.ecsw.3f.dept,2,0.5345429604688864,medium,0.5656565656565656,medium,0.9932659932659933,hard,0.957351290684624,hard,-1.4461368271114634,easy,easy,2,easy,4,medium,2,easy,2,easy,0,degenerate,-1,easy,3
scene7.ecsn.4f.sofa,0,0.5451427858835266,hard,0.5656565656565656,medium,0.9764309764309764,medium,0.9326599326599326,medium,0.7738018991742307,hard,medium,0,hard,0,hard,3,medium,1,easy,0,degenerate,-1,medium,3
scene7.ecsn.4f.sofa,1,0.4710687118094526,medium,0.494949494949495,medium,0.9595959595959596,medium,0.935465768799102,medium,0.4978943074039407,hard,hard,1,easy,4,medium,0,medium,1,easy,0,degenerate,-1,medium,3
scene7.ecsn.4f.sofa,2,0.5291806958473625,medium,0.49158249158249157,medium,0.9932659932659933,hard,0.9764309764309763,hard,-1.0952376691594248,medium,easy,2,easy,4,medium,2,easy,2,easy,0,degenerate,-1,medium,3
scene70.ecsw.3f.dept,0,0.4723157500935279,medium,0.5117845117845118,medium,0.8787878787878788,easy,0.8170594837261503,easy,-0.976195260998559,medium,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,2
scene70.ecsw.3f.dept,1,0.5472003990522509,hard,0.5959595959595959,hard,0.98989898989899,hard,0.9753086419753086,hard,1.8241502999425065,hard,hard,1,medium,2,medium,0,medium,1,easy,0,degenerate,-1,hard,3
scene70.ecsw.3f.dept,2,0.5465768799102132,hard,0.5622895622895623,medium,0.9595959595959596,medium,0.9483726150392817,hard,0.41062764735255597,medium,hard,1,easy,4,medium,2,medium,1,easy,0,degenerate,-1,medium,3
scene71.ecsw.atriumStairs,0,0.4016710313006609,easy,0.2895622895622896,easy,0.835016835016835,easy,0.7884399551066217,easy,0.1806057666156008,medium,medium,0,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,2
scene71.ecsw.atriumStairs,1,0.3486719042274597,easy,0.28619528619528617,easy,0.7171717171717171,easy,0.7154882154882154,easy,-1.0540255278386292,medium,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,2
scene71.ecsw.atriumStairs,2,0.3681257014590348,easy,0.2962962962962963,easy,0.7609427609427609,easy,0.7429854096520763,easy,-1.7205105428628265,easy,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,1
scene72.ecsw.atriumStairs,0,0.41651078688115717,easy,0.40404040404040403,easy,0.8956228956228957,easy,0.7755331088664422,easy,-0.37200555650166983,medium,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,2
scene72.ecsw.atriumStairs,1,0.4352787130564908,easy,0.4175084175084175,easy,0.9225589225589226,easy,0.8742985409652076,easy,0.5722937796855021,hard,easy,2,easy,1,easy,6,medium,1,easy,0,degenerate,-1,easy,3
scene72.ecsw.atriumStairs,2,0.4657687991021324,easy,0.4612794612794613,medium,0.9629629629629629,medium,0.90347923681257,medium,1.1204612082871368,hard,hard,1,medium,2,medium,0,medium,1,easy,0,degenerate,-1,medium,3
scene73.ecsw.atriumStairs,0,0.38770420251901727,easy,0.28619528619528617,easy,0.8215488215488216,easy,0.7654320987654321,easy,-0.0919728644014517,medium,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,2
scene73.ecsw.atriumStairs,1,0.4289811697219104,easy,0.3602693602693603,easy,0.877104377104377,easy,0.8709315375982043,easy,0.7260136481372768,hard,easy,2,easy,1,easy,6,medium,1,easy,0,degenerate,-1,easy,3
scene73.ecsw.atriumStairs,2,0.37061977802718543,easy,0.29292929292929293,easy,0.9090909090909091,easy,0.8322109988776655,easy,-0.12741080622020182,medium,easy,2,easy,1,easy,6,medium,1,easy,0,degenerate,-1,easy,2
scene74.ecsw.atriumStairs,0,0.47131811946626767,medium,0.4074074074074074,easy,0.9932659932659933,hard,0.910213243546577,medium,2.7027997277172946,hard,medium,0,hard,0,medium,0,medium,1,hard,2,degenerate,-1,medium,3
scene74.ecsw.atriumStairs,1,0.5328594587853847,medium,0.6127946127946128,hard,1.0,hard,0.9988776655443322,hard,0.5901520793291405,hard,easy,2,medium,3,easy,4,hard,0,medium,1,degenerate,-1,hard,3
scene74.ecsw.atriumStairs,2,0.43889512408030923,easy,0.4612794612794613,medium,0.9494949494949495,medium,0.8742985409652076,easy,0.08354969445178868,medium,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,2
scene75.ecsw.atriumStairs,0,0.3623893253522883,easy,0.3164983164983165,easy,0.7609427609427609,easy,0.7396184062850729,easy,-1.2417600353413194,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,1
scene75.ecsw.atriumStairs,1,0.42037660556179074,easy,0.3265993265993266,easy,0.9040404040404041,easy,0.8271604938271605,easy,-0.6635463195772757,medium,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,2
scene75.ecsw.atriumStairs,2,0.46495822421748345,easy,0.4713804713804714,medium,1.0,hard,0.8877665544332212,easy,1.1886552718031358,hard,hard,1,medium,2,medium,0,medium,1,hard,2,degenerate,-1,medium,3
scene76.gaming2,0,0.5599201895498191,hard,0.6430976430976431,hard,0.9124579124579124,easy,0.8911335578002243,medium,-0.06955795157367443,medium,medium,0,hard,0,easy,5,medium,1,easy,0,degenerate,-1,medium,3
scene76.gaming2,1,0.4310387828906347,easy,0.3939393939393939,easy,0.9393939393939394,easy,0.9079685746352414,medium,-2.7725713508780334,easy,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,2
scene76.gaming2,2,0.561853098890136,hard,0.5757575757575758,medium,0.9663299663299664,medium,0.9225589225589226,medium,-1.4406583162631619,easy,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,3
scene77.gaming2,0,0.50480109739369,medium,0.5185185185185185,medium,0.8956228956228957,easy,0.8355780022446689,easy,-0.5926439008235789,medium,medium,0,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,2
scene77.gaming2,1,0.4236189051003865,easy,0.3838383838383838,easy,0.8922558922558923,easy,0.8641975308641975,easy,-2.606155368385833,easy,easy,2,easy,1,easy,6,easy,2,easy,0,degenerate,-1,easy,1
scene77.gaming2,2,0.48684374610300535,medium,0.5488215488215489,medium,0.9259259259259259,easy,0.8451178451178452,easy,-2.636879047025397,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,0,easy,2
scene78.gaming2,0,0.5185185185185186,medium,0.48653198653198654,medium,0.9595959595959596,medium,0.9326599326599325,medium,-0.34449974763831065,medium,medium,0,easy,1,easy,5,easy,2,easy,0,degenerate,-1,medium,2
scene78.gaming2,1,0.45666541962838253,easy,0.4074074074074074,easy,0.9696969696969697,medium,0.9427609427609428,medium,-2.2579102134864057,easy,easy,2,easy,4,easy,6,easy,2,easy,0,degenerate,-1,easy,2
scene78.gaming2,2,0.5387205387205387,medium,0.6262626262626263,hard,0.9595959595959596,medium,0.9337822671156003,medium,-2.5576459642791214,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,3
scene79.gaming2,0,0.4897119341563786,medium,0.494949494949495,medium,0.9090909090909091,easy,0.8754208754208754,easy,-1.3460795465104216,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,2
scene79.gaming2,1,0.4694475620401546,medium,0.45791245791245794,medium,1.0,hard,0.946127946127946,hard,-2.654834175180052,easy,easy,2,easy,4,easy,6,easy,2,easy,0,degenerate,-1,easy,3
scene79.gaming2,2,0.5536849981294426,hard,0.6599326599326599,hard,0.936026936026936,easy,0.9113355780022446,medium,-2.1297234904861946,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,3
scene8.ecsn.4f.sofa,0,0.4840379099638359,medium,0.5016835016835017,medium,0.9562289562289562,medium,0.8866442199775534,easy,0.04248575591144373,medium,medium,0,easy,1,easy,5,easy,2,easy,0,degenerate,-1,medium,2
scene8.ecsn.4f.sofa,1,0.3778526000748223,easy,0.335016835016835,easy,0.9865319865319865,hard,0.8698092031425365,easy,-1.7184558175718605,easy,easy,2,easy,4,medium,2,easy,2,easy,0,degenerate,-1,easy,3
scene8.ecsn.4f.sofa,2,0.4883401920438957,medium,0.43097643097643096,medium,0.9831649831649831,hard,0.9539842873176206,hard,-1.8422363837478104,easy,easy,2,easy,4,medium,2,easy,2,easy,0,degenerate,-1,easy,3
scene80.gaming2,0,0.5590472627509663,hard,0.6026936026936027,hard,0.9528619528619529,medium,0.9135802469135802,medium,-0.9088315447785208,medium,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,-1,easy,3
scene80.gaming2,1,0.489587230327971,medium,0.3838383838383838,easy,0.9797979797979798,medium,0.9562289562289562,hard,-1.911905257088268,easy,easy,2,easy,4,easy,6,easy,2,easy,0,degenerate,-1,easy,3
scene80.gaming2,2,0.5459533607681754,hard,0.6430976430976431,hard,0.9427609427609428,medium,0.9416386083052751,medium,-1.9753671985491268,easy,easy,2,easy,1,easy,5,easy,2,easy,0,degenerate,0,easy,3
scene81.jsom.garden.pot,0,0.6752712308267865,hard,0.7895622895622896,hard,0.9764309764309764,medium,0.946127946127946,hard,4.222501422249561,hard,medium,0,hard,0,hard,3,medium,1,easy,0,degenerate,-1,hard,3
