scene_id,phase,local_mask_id,source_catalog_id,object_name,object_id,mask_source
scene020,phase2,4,62,hair_brush,hairbrush,scenes/scene020/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene020,phase2,5,124.2,spatula,spatula.2,scenes/scene020/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene020,phase2,6,20.1,bowl,bowl.1,scenes/scene020/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene020,phase2,7,71,jar,jar,scenes/scene020/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase0,1,65,handy_pot,handy_pot,scenes/scene021/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase0,2,11.1,basting_brush,basting_brush.1,scenes/scene021/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase0,3,43.1,doll,doll.1,scenes/scene021/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase0,4,23,cable,cable,scenes/scene021/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase0,5,63.2,hammer,hammer.2,scenes/scene021/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase0,6,9,banana,banana,scenes/scene021/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase0,7,133.2,t-handle,t-handle.2,scenes/scene021/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase1,1,65,handy_pot,handy_pot,scenes/scene021/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase1,2,11.1,basting_brush,basting_brush.1,scenes/scene021/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase1,3,43.1,doll,doll.1,scenes/scene021/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase1,4,23,cable,cable,scenes/scene021/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase1,5,63.2,hammer,hammer.2,scenes/scene021/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase1,6,9,banana,banana,scenes/scene021/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase1,7,133.2,t-handle,t-handle.2,scenes/scene021/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase2,1,65,handy_pot,handy_pot,scenes/scene021/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase2,2,11.1,basting_brush,basting_brush.1,scenes/scene021/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase2,3,43.1,doll,doll.1,scenes/scene021/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase2,4,23,cable,cable,scenes/scene021/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase2,5,63.2,hammer,hammer.2,scenes/scene021/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase2,6,9,banana,banana,scenes/scene021/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene021,phase2,7,133.2,t-handle,t-handle.2,scenes/scene021/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase0,1,109,root_beer_bottle,root_beer_bottle,scenes/scene022/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase0,2,117.1,shoe,shoe.1,scenes/scene022/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase0,3,70,instant_noodle_packet,instant_noodle_packet,scenes/scene022/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase0,4,58.1,glue_bottle,glue_bottle.1,scenes/scene022/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase0,5,107,remote_controller,remote_controller,scenes/scene022/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase0,6,25.1,candy_bar,candy_bar.1,scenes/scene022/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase0,7,95,pear,pear,scenes/scene022/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase1,1,109,root_beer_bottle,root_beer_bottle,scenes/scene022/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase1,2,117.1,shoe,shoe.1,scenes/scene022/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase1,3,70,instant_noodle_packet,instant_noodle_packet,scenes/scene022/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase1,4,58.1,glue_bottle,glue_bottle.1,scenes/scene022/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase1,5,107,remote_controller,remote_controller,scenes/scene022/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase1,6,25.1,candy_bar,candy_bar.1,scenes/scene022/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase1,7,95,pear,pear,scenes/scene022/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase2,1,109,root_beer_bottle,root_beer_bottle,scenes/scene022/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase2,2,117.1,shoe,shoe.1,scenes/scene022/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase2,3,70,instant_noodle_packet,instant_noodle_packet,scenes/scene022/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase2,4,58.1,glue_bottle,glue_bottle.1,scenes/scene022/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase2,5,107,remote_controller,remote_controller,scenes/scene022/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase2,6,25.1,candy_bar,candy_bar.1,scenes/scene022/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene022,phase2,7,95,pear,pear,scenes/scene022/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase0,1,87.3,mouse,mouse.3,scenes/scene023/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase0,2,37.1,coffee_can,coffee_can.1,scenes/scene023/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase0,3,7.1,baking_tray,baking_tray.1,scenes/scene023/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase0,4,82.2,lion,lion.2,scenes/scene023/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase0,5,20.1,bowl,bowl.1,scenes/scene023/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase0,6,85.1,milk_box,milk_box.1,scenes/scene023/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase0,7,62,hair_brush,hairbrush,scenes/scene023/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase1,1,87.3,mouse,mouse.3,scenes/scene023/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase1,2,37.1,coffee_can,coffee_can.1,scenes/scene023/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase1,3,7.1,baking_tray,baking_tray.1,scenes/scene023/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase1,4,82.2,lion,lion.2,scenes/scene023/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase1,5,20.1,bowl,bowl.1,scenes/scene023/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase1,6,85.1,milk_box,milk_box.1,scenes/scene023/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase1,7,62,hair_brush,hairbrush,scenes/scene023/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase2,1,87.3,mouse,mouse.3,scenes/scene023/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase2,2,37.1,coffee_can,coffee_can.1,scenes/scene023/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase2,3,7.1,baking_tray,baking_tray.1,scenes/scene023/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase2,4,82.2,lion,lion.2,scenes/scene023/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase2,5,20.1,bowl,bowl.1,scenes/scene023/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase2,6,85.1,milk_box,milk_box.1,scenes/scene023/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene023,phase2,7,62,hair_brush,hairbrush,scenes/scene023/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase0,1,38,cracker_box,cracker_box,scenes/scene024/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase0,2,14.1,bear,bear.1,scenes/scene024/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase0,3,34,cleaning_brush,cleaning_brush,scenes/scene024/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase0,4,40.1,cup,cup.1,scenes/scene024/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase0,5,3,alarm_clock,alarm_clock,scenes/scene024/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase0,6,125,sponge,sponge,scenes/scene024/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase0,7,36,coffee_bottle,coffee_bottle,scenes/scene024/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase1,1,38,cracker_box,cracker_box,scenes/scene024/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase1,2,14.1,bear,bear.1,scenes/scene024/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase1,3,34,cleaning_brush,cleaning_brush,scenes/scene024/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase1,4,40.1,cup,cup.1,scenes/scene024/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase1,5,3,alarm_clock,alarm_clock,scenes/scene024/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase1,6,125,sponge,sponge,scenes/scene024/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase1,7,36,coffee_bottle,coffee_bottle,scenes/scene024/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase2,1,38,cracker_box,cracker_box,scenes/scene024/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase2,2,14.1,bear,bear.1,scenes/scene024/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase2,3,34,cleaning_brush,cleaning_brush,scenes/scene024/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase2,4,40.1,cup,cup.1,scenes/scene024/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase2,5,3,alarm_clock,alarm_clock,scenes/scene024/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase2,6,125,sponge,sponge,scenes/scene024/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene024,phase2,7,36,coffee_bottle,coffee_bottle,scenes/scene024/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene025,phase0,1,67,headphone,headphone,scenes/scene025/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene025,phase0,2,135,tape_measure,tape_measure,scenes/scene025/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene025,phase0,3,74,kettle,kettle,scenes/scene025/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene025,phase0,4,73.2,juice_pouch,juice_pouch.2,scenes/scene025/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene025,phase0,5,127.2,spray_bottle,spray_bottle.2,scenes/scene025/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene025,phase0,6,114,shampoo_bottle,shampoo_bottle,scenes/scene025/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene025,phase0,7,88.2,mug,mug.2,scenes/scene025/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene025,phase1,1,67,headphone,headphone,scenes/scene025/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene025,phase1,2,135,tape_measure,tape_measure,scenes/scene025/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene025,phase1,3,74,kettle,kettle,scenes/scene025/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene025,phase1,4,73.2,juice_pouch,juice_pouch.2,scenes/scene025/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene025,phase1,5,127.2,spray_bottle,spray_bottle.2,scenes/scene025/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene025,phase1,6,114,shampoo_bottle,shampoo_bottle,scenes/scene025/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene025,phase1,7,88.2,mug,mug.2,scenes/scene025/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene025,phase2,1,67,headphone,headphone,scenes/scene025/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene025,phase2,2,135,tape_measure,tape_measure,scenes/scene025/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene025,phase2,3,74,kettle,kettle,scenes/scene025/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene025,phase2,4,73.2,juice_pouch,juice_pouch.2,scenes/scene025/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene025,phase2,5,127.2,spray_bottle,spray_bottle.2,scenes/scene025/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene025,phase2,6,114,shampoo_bottle,shampoo_bottle,scenes/scene025/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene025,phase2,7,88.2,mug,mug.2,scenes/scene025/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene026,phase0,1,10,baseball_ball,baseball_ball,scenes/scene026/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene026,phase0,2,102,power_drill,power_drill,scenes/scene026/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene026,phase0,3,49.1,fry_pan,fry_pan.1,scenes/scene026/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene026,phase0,4,86,milk_jug,milk_jug,scenes/scene026/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene026,phase0,5,96.2,peeler,peeler.2,scenes/scene026/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene026,phase0,6,78,ladle,ladle,scenes/scene026/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene026,phase0,7,137,teapot,teapot,scenes/scene026/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene026,phase1,1,10,baseball_ball,baseball_ball,scenes/scene026/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene026,phase1,2,102,power_drill,power_drill,scenes/scene026/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene026,phase1,3,49.1,fry_pan,fry_pan.1,scenes/scene026/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene026,phase1,4,86,milk_jug,milk_jug,scenes/scene026/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene026,phase1,5,96.2,peeler,peeler.2,scenes/scene026/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene026,phase1,6,78,ladle,ladle,scenes/scene026/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene026,phase1,7,137,teapot,teapot,scenes/scene026/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene026,phase2,1,10,baseball_ball,baseball_ball,scenes/scene026/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene026,phase2,2,102,power_drill,power_drill,scenes/scene026/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene026,phase2,3,49.1,fry_pan,fry_pan.1,scenes/scene026/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene026,phase2,4,86,milk_jug,milk_jug,scenes/scene026/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene026,phase2,5,96.2,peeler,peeler.2,scenes/scene026/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene026,phase2,6,78,ladle,ladle,scenes/scene026/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene026,phase2,7,137,teapot,teapot,scenes/scene026/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene027,phase0,1,50,food_bag,food_bag,scenes/scene027/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene027,phase0,2,17.3,book,book.3,scenes/scene027/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene027,phase0,3,141,tong,tong,scenes/scene027/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene027,phase0,4,124.2,spatula,spatula.2,scenes/scene027/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene027,phase0,5,1,air_duster_can,air_duster_can,scenes/scene027/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene027,phase0,6,103.2,pringles_can,pringles_can.2,scenes/scene027/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene027,phase0,7,84,meat_can,meat_can,scenes/scene027/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene027,phase1,1,50,food_bag,food_bag,scenes/scene027/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene027,phase1,2,17.3,book,book.3,scenes/scene027/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene027,phase1,3,141,tong,tong,scenes/scene027/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene027,phase1,4,124.2,spatula,spatula.2,scenes/scene027/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene027,phase1,5,1,air_duster_can,air_duster_can,scenes/scene027/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene027,phase1,6,103.2,pringles_can,pringles_can.2,scenes/scene027/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene027,phase1,7,84,meat_can,meat_can,scenes/scene027/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene027,phase2,1,50,food_bag,food_bag,scenes/scene027/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene027,phase2,2,17.3,book,book.3,scenes/scene027/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene027,phase2,3,141,tong,tong,scenes/scene027/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene027,phase2,4,124.2,spatula,spatula.2,scenes/scene027/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene027,phase2,5,1,air_duster_can,air_duster_can,scenes/scene027/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene027,phase2,6,103.2,pringles_can,pringles_can.2,scenes/scene027/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene027,phase2,7,84,meat_can,meat_can,scenes/scene027/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene028,phase0,1,13.2,beanie,beanie.2,scenes/scene028/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene028,phase0,2,121,soft_scrub_cleanser_bottle,soft_scrub_cleanser_bottle,scenes/scene028/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene028,phase0,3,66.1,hat,hat.1,scenes/scene028/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene028,phase0,4,113.1,scissors,scissors.1,scenes/scene028/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene028,phase0,5,71,jar,jar,scenes/scene028/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene028,phase0,6,55,game_controller,game_controller,scenes/scene028/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene028,phase0,7,122.1,soup_can,soup_can.1,scenes/scene028/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene028,phase1,1,13.2,beanie,beanie.2,scenes/scene028/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene028,phase1,2,121,soft_scrub_cleanser_bottle,soft_scrub_cleanser_bottle,scenes/scene028/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene028,phase1,3,66.1,hat,hat.1,scenes/scene028/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene028,phase1,4,113.1,scissors,scissors.1,scenes/scene028/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene028,phase1,5,71,jar,jar,scenes/scene028/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene028,phase1,6,55,game_controller,game_controller,scenes/scene028/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene028,phase1,7,122.1,soup_can,soup_can.1,scenes/scene028/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene028,phase2,1,13.2,beanie,beanie.2,scenes/scene028/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene028,phase2,2,121,soft_scrub_cleanser_bottle,soft_scrub_cleanser_bottle,scenes/scene028/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene028,phase2,3,66.1,hat,hat.1,scenes/scene028/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene028,phase2,4,113.1,scissors,scissors.1,scenes/scene028/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene028,phase2,5,71,jar,jar,scenes/scene028/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene028,phase2,6,55,game_controller,game_controller,scenes/scene028/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene028,phase2,7,122.1,soup_can,soup_can.1,scenes/scene028/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene029,phase0,1,68,helmet,helmet,scenes/scene029/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene029,phase0,2,148.2,water_bottle,water_bottle.2,scenes/scene029/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene029,phase0,3,18.2,boot,boot.2,scenes/scene029/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene029,phase0,4,105.2,pump_bottle,pump_bottle.2,scenes/scene029/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene029,phase0,5,72.1,jello_box,jello_box.1,scenes/scene029/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene029,phase0,6,57.2,glove,glove.2,scenes/scene029/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene029,phase0,7,89.3,mustard_bottle,mustard_bottle.3,scenes/scene029/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene029,phase1,1,68,helmet,helmet,scenes/scene029/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene029,phase1,2,148.2,water_bottle,water_bottle.2,scenes/scene029/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene029,phase1,3,18.2,boot,boot.2,scenes/scene029/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene029,phase1,4,105.2,pump_bottle,pump_bottle.2,scenes/scene029/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene029,phase1,5,72.1,jello_box,jello_box.1,scenes/scene029/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene029,phase1,6,57.2,glove,glove.2,scenes/scene029/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene029,phase1,7,89.3,mustard_bottle,mustard_bottle.3,scenes/scene029/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene029,phase2,1,68,helmet,helmet,scenes/scene029/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene029,phase2,2,148.2,water_bottle,water_bottle.2,scenes/scene029/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene029,phase2,3,18.2,boot,boot.2,scenes/scene029/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene029,phase2,4,105.2,pump_bottle,pump_bottle.2,scenes/scene029/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene029,phase2,5,72.1,jello_box,jello_box.1,scenes/scene029/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene029,phase2,6,57.2,glove,glove.2,scenes/scene029/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene029,phase2,7,89.3,mustard_bottle,mustard_bottle.3,scenes/scene029/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene030,phase0,1,147,umbrella,umbrella,scenes/scene030/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene030,phase0,2,144.2,towel,towel.2,scenes/scene030/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene030,phase0,3,142,toothpaste,toothpaste,scenes/scene030/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene030,phase0,4,77.1,knife,knife.1,scenes/scene030/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene030,phase0,5,120.3,soda_can,soda_can.3,scenes/scene030/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene030,phase0,6,83.5,marker,marker.5,scenes/scene030/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene030,phase0,7,5,apple,apple,scenes/scene030/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene030,phase1,1,147,umbrella,umbrella,scenes/scene030/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene030,phase1,2,144.2,towel,towel.2,scenes/scene030/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene030,phase1,3,142,toothpaste,toothpaste,scenes/scene030/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene030,phase1,4,77.1,knife,knife.1,scenes/scene030/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene030,phase1,5,120.3,soda_can,soda_can.3,scenes/scene030/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene030,phase1,6,83.5,marker,marker.5,scenes/scene030/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene030,phase1,7,5,apple,apple,scenes/scene030/1/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene030,phase2,1,147,umbrella,umbrella,scenes/scene030/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene030,phase2,2,144.2,towel,towel.2,scenes/scene030/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene030,phase2,3,142,toothpaste,toothpaste,scenes/scene030/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene030,phase2,4,77.1,knife,knife.1,scenes/scene030/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene030,phase2,5,120.3,soda_can,soda_can.3,scenes/scene030/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene030,phase2,6,83.5,marker,marker.5,scenes/scene030/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene030,phase2,7,5,apple,apple,scenes/scene030/2/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene031,phase0,1,66.1,hat,hat.1,scenes/scene031/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene031,phase0,2,78,ladle,ladle,scenes/scene031/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene031,phase0,3,13.2,beanie,beanie.2,scenes/scene031/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene031,phase0,4,117.1,shoe,shoe.1,scenes/scene031/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene031,phase0,5,137,teapot,teapot,scenes/scene031/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
scene031,phase0,6,121,soft_scrub_cleanser_bottle,soft_scrub_cleanser_bottle,scenes/scene031/0/labels/sam2_meta/v1.tar:sam2/mask_to_object.json
